unixtime,price,amount
1474889388,605.2,0.45761731
1474889393,603.45,0.04
1474889396,603.46,0.064
1474889403,605.11,0.11
1474889403,605.2,0.65894349
1474889415,605.11,0.034
1474889417,605.11,0.04553
1474889417,603.36,0.03399
1474889419,603.36,0.05
1474889421,603.36,0.042
1474889423,603.36,0.04552
1474889425,603.47,0.04552
1474889449,605.33,0.03976
1474889464,605.35,0.22047385
1474889465,605.3,0.31122921
1474889466,605.3,0.05126046
1474889552,604.0,1.0
1474889554,604.0,0.171
1474889554,604.0,0.149
1474889557,604.0,0.022
1474889557,604.0,0.158
1474889557,604.0,0.02
1474889560,604.0,0.06
1474889562,604.0,0.039
1474889562,604.0,0.145
1474889562,604.0,0.158
1474889563,604.0,0.171
1474889563,604.0,0.158
1474889563,603.41,0.384
1474889564,603.41,0.329
1474889565,603.41,0.082
1474889566,605.37,0.188516
1474889567,603.41,0.18
1474889568,605.37,0.06429125
1474889569,605.37,0.43721499
1474889569,605.37,0.055865
1474889570,603.41,0.3
1474889574,605.27,0.16480248
1474889631,605.15,0.216145
1474889631,605.15,0.469679
1474889632,605.15,0.06428052
1474889656,603.3,0.04288983
1474889701,603.3,0.28757376
1474889739,604.97,0.4545
1474889763,605.02,0.03978
1474889824,603.3,0.46206544
1474889908,603.23,0.042
1474889969,604.99,0.18809468
1474890030,604.98,0.07089491
1474890461,603.04,0.10771527
1474890500,603.04,0.06588
1474890509,603.04,0.06731838
1474890645,604.73,0.171
1474890645,604.73,0.10010509
1474890647,604.85,1.37829213
1474890649,603.11,0.27
1474890651,603.11,1.0
1474890653,603.11,0.18
1474890703,604.84,0.11101357
1474890739,604.83,0.42333229
1474890788,604.84,0.10866205
1474890836,604.83,0.25
1474890962,603.08,0.01
1474890965,603.09,1.0
1474891097,604.84,1.271
1474891231,604.84,0.474165
1474891276,603.63,4.2
1474891308,603.62,0.028
1474891369,603.62,0.08406127
1474891515,603.63,0.01145
1474891556,604.0,0.2559
1474891556,604.0,0.171
1474891556,604.0,0.17167616
1474891557,604.84,0.39614384
1474891580,603.64,0.13943697
1474891607,603.64,0.015
1474891619,604.84,1.0
1474891653,604.0,0.594
1474891656,604.0,0.01
1474891658,604.0,0.168
1474891661,604.0,0.46
1474891662,604.79,0.55753237
1474891665,604.0,0.373
1474891667,604.0,0.895
1474891667,603.65,0.105
1474891670,603.62,0.04
1474891673,603.63,0.03
1474891675,603.63,0.06
1474891690,604.75,0.43741
1474891700,603.64,0.19
1474891710,604.75,0.29821
1474891788,603.64,0.04149841
1474891834,604.74,0.0199
1474891837,603.64,0.018
1474891840,603.64,0.01
1474891841,603.65,0.0199
1474891843,603.65,0.0199
1474891869,603.65,0.656
1474891874,603.66,0.08406127
1474891882,604.11,0.02
1474891884,604.11,0.15
1474891885,604.75,0.99402
1474891887,604.11,0.46
1474891889,604.11,0.114
1474891892,604.11,0.026
1474891895,604.11,0.03
1474891897,604.11,0.02
1474891899,604.11,0.02
1474891901,604.11,0.426
1474891903,604.11,0.353
1474891906,604.11,0.187
1474891909,604.11,0.18
1474891912,604.11,0.014
1474891912,603.67,0.016
1474891914,603.67,0.06
1474891916,604.12,0.194
1474891919,604.12,0.338
1474891921,604.12,0.46
1474891923,604.12,1.0
1474891926,604.12,0.29
1474891928,604.12,0.063
1474891930,604.12,0.045
1474891930,603.66,0.955
1474891933,603.67,0.06
1474891935,603.67,0.02
1474891960,603.67,0.50859354
1474891969,603.69,0.045
1474891987,604.74,0.19881
1474892089,603.49,0.1
1474892150,604.75,0.71569
1474892329,604.75,0.08248036
1474892335,604.75,2.69103935
1474892346,604.0,0.30896
1474892349,604.0,0.30896
1474892359,605.0,0.09090909
1474892368,605.0,0.06709091
1474892368,605.0,0.12935599
1474892411,604.0,1.5569
1474892413,604.0,0.9845
1474892463,604.6,0.00861561
1474892578,604.6,0.05207974
1474892645,604.6,0.1
1474892665,604.6,0.83930465
1474892665,605.0,0.00754615
1474892670,605.0,0.02109786
1474892671,605.0,0.158
1474892671,605.0,0.02698344
1474892916,604.99,0.537
1474892916,604.0,0.032528
1474893033,604.98,0.119483
1474893056,604.98,0.16372705
1474893066,604.98,9.47383631
1474893067,604.98,0.18194785
1474893120,604.99,0.59667
1474893138,604.99,0.27705516
1474893156,604.99,0.29616592
1474893183,604.0,0.9489157
1474893213,604.99,0.11934
1474893236,604.0,0.0824
1474893349,604.05,0.01659307
1474893431,604.5,0.927
1474893437,604.5,0.073
1474893437,604.0,0.017
1474893441,604.99,0.021
1474893445,604.0,0.04147024
1474893526,604.99,0.053
1474893555,604.99,0.152
1474893579,604.99,0.113
1474893614,604.0,0.025
1474893713,604.99,0.76
1474893742,604.99,0.079
1474893790,604.99,0.079
1474893821,604.0,0.0083
1474893867,604.98,0.57075203
1474893913,604.98,0.21670217
1474894016,604.98,0.13635
1474894088,604.0,6.498
1474894093,604.97,0.11934
1474894117,604.92,0.02473
1474894119,604.92,5.4e-07
1474894119,604.0,0.02472946
1474894160,604.0,0.4093366
1474894160,604.0,2.5906634
1474894172,604.0,0.1383366
1474894172,603.45,0.20083846
1474894251,603.51,0.089
1474894361,603.49,0.02726
1474894363,603.49,0.02759
1474894389,603.51,0.88
1474894606,603.77,0.6795517
1474894696,603.77,0.99633967
1474894716,603.77,0.09410863
1474894739,604.9,0.28589498
1474894772,603.68,0.2491
1474894781,603.68,0.657
1474894907,604.79,0.15912
1474894923,604.79,0.84088
1474894923,604.8,0.15912
1474894942,604.8,0.04151
1474895063,603.55,16.93
1474895107,604.0,2.735
1474895109,604.0,0.03930464
1474895125,604.0,0.87294983
1474895140,603.47,0.16610602
1474895140,603.47,0.33194915
1474895220,603.47,0.01796232
1474895235,604.0,0.1108612
1474895237,603.47,0.2041173
1474895432,603.52,0.63
1474895432,603.52,0.23876788
1474895436,604.0,6.24188433
1474895436,604.74,16.932
1474895436,604.75,1.0
1474895437,604.77,1.0
1474895437,604.79,1.0
1474895437,604.8,4.49927
1474895437,604.97,9.0
1474895437,604.98,9.0761958
1474895437,604.99,1.25064987
1474895448,603.5,0.11072078
1474895449,603.49,0.23731203
1474895460,603.73,0.04150803
1474895494,603.75,3.3011
1474895494,603.75,0.17
1474895494,603.75,0.17
1474895494,603.75,0.171
1474895495,603.48,1.1879
1474895559,604.97,0.65986743
1474895575,604.96,0.03282862
1474895616,604.96,0.009
1474895822,604.95,0.69613675
1474895829,604.07,3.00077996
1474895842,604.95,0.17
1474895842,604.95,0.171
1474895843,604.95,0.161
1474895843,604.96,0.246524
1474895861,604.95,0.33361007
1474895864,603.77,0.72179886
1474895895,604.96,0.26771301
1474895924,604.96,0.24901255
1474895936,603.78,0.0406
1474895936,603.73,16.932
1474895936,603.72,3.56
1474895936,603.58,0.15
1474895936,603.51,8.49
1474895937,603.5,0.8274
1474895965,604.95,0.17784374
1474896001,603.76,0.01580002
1474896001,604.94,0.1
1474896001,604.95,0.04683415
1474896037,604.74,3.0
1474896040,604.7,0.09945872
1474896055,604.69,1.0
1474896060,604.67,0.08473166
1474896121,604.44,1.1
1474896123,604.67,0.045785
1474896138,603.47,0.00834
1474896142,604.67,0.01651123
1474896220,603.51,0.06282653
1474896246,603.51,3.23717347
1474896246,603.5,9.76282653
1474896267,603.5,0.23717347
1474896269,603.5,0.22282653
1474896338,604.51,0.2371553
1474896353,604.46,0.25867014
1474896357,603.53,3.0
1474896358,603.51,0.1
1474896358,603.5,0.1
1474896358,603.47,2.77329612
1474896358,603.44,0.25
1474896358,603.35,3.604785
1474896358,603.34,1.29
1474896358,603.33,0.47
1474896359,603.32,0.158
1474896359,603.32,0.158
1474896359,603.32,0.158
1474896359,603.17,1.2328487
1474896365,603.18,3.0
1474896365,603.17,9.0
1474896366,603.17,0.31299711
1474896456,604.29,0.303
1474896478,603.2,2.8
1474896478,603.19,3.0
1474896478,603.16,7.50010958
1474896491,603.11,0.00834
1474896675,603.78,0.0294702
1474896688,603.2,0.02
1474896688,603.19,0.02
1474896688,603.18,0.02
1474896688,603.17,0.02
1474896688,603.16,3.0
1474896688,603.14,3.4639
1474896688,603.0,0.1
1474896689,602.98,0.138572
1474896689,602.95,0.34
1474896689,602.82,6.18314098
1474896704,603.78,0.78689729
1474896704,603.78,0.21310271
1474897002,603.78,0.09957
1474897043,603.78,0.5968252
1474897045,603.78,0.13635
1474897137,603.78,0.2270564
1474897151,603.78,0.63365148
1474897204,603.78,0.02065322
1474897259,603.39,0.1
1474897259,603.4,7.935
1474897367,603.38,0.09069186
1474897383,603.07,0.009
1474897383,603.06,0.009
1474897383,603.05,0.009
1474897383,603.0,0.02
1474897384,602.99,0.02
1474897384,602.92,0.00138878
1474897402,603.35,1.56321218
